Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1235,2026-04-02,2026-04-03,CUST307,David Garcia,Home Office,PROD9265,Stapler,Office Supplies,North,Alaska,Quinnborough,2,3160,20,5056.0,4110.47,945.53,14,No,0,"Warren, Velez and Cooper",philipvasquez@nguyen.com,Cash,Cancelled
ORD1236,2025-10-01,2025-10-08,CUST116,Susan Camacho,Corporate,PROD2520,Dining Table,Furniture,West,Georgia,Websterfurt,1,3762,0,3762.0,2778.48,983.52,3,Yes,20,"Marshall, Carroll and Dunn",jhopkins@garcia-salazar.com,Net Banking,Cancelled
ORD1237,2024-05-11,2024-05-17,CUST138,Jacqueline Wade,Home Office,PROD7608,Office Chair,Furniture,East,Maine,Leachville,3,3806,20,9134.4,5849.94,3284.46,27,No,0,"Rogers, Brewer and Smith",bellheather@jones.biz,Credit Card,Pending
ORD1238,2024-05-14,2024-05-17,CUST783,Karen Wise,Consumer,PROD3418,Sugar,Grocery,East,Michigan,Johnstad,9,3258,15,24923.7,16157.09,8766.61,15,No,0,"Thompson, Rodriguez and Robinson",hlarson@cooper.com,UPI,Returned
ORD1239,2024-10-22,2024-10-23,CUST252,Amanda Jones,Home Office,PROD9627,Study Table,Furniture,West,Maryland,Port Megan,1,139,20,111.2,81.54,29.66,10,No,0,Herrera Inc,rhondaclark@hall.com,Cash,Cancelled
ORD1240,2025-07-01,2025-07-08,CUST661,Amanda Harper,Home Office,PROD4656,Laptop,Electronics,East,Pennsylvania,South Davidfurt,5,2729,5,12962.75,9199.61,3763.14,15,No,0,Dudley PLC,emilyboone@pierce.com,Credit Card,Delivered
ORD1241,2024-10-04,2024-10-10,CUST485,Chelsea Bush,Consumer,PROD7125,Dining Table,Furniture,East,Nebraska,Kaylamouth,4,3192,20,10214.4,7608.54,2605.86,18,No,0,Martin-Rogers,hamiltonjacqueline@buchanan-murphy.com,UPI,Pending
ORD1242,2025-09-12,2025-09-17,CUST546,Felicia Roberts,Consumer,PROD7503,Sugar,Grocery,North,Wisconsin,Jacksonfort,8,205,10,1476.0,1250.12,225.88,40,No,0,"Allen, Nelson and Vasquez",mark16@johnson.org,Net Banking,Returned
ORD1243,2025-10-16,2025-10-19,CUST569,Dylan Knight,Consumer,PROD7380,Stapler,Office Supplies,South,Texas,Karenfort,6,2048,15,10444.8,6627.74,3817.06,21,No,0,Brown Ltd,jayharmon@richardson-allen.com,Cash,Returned
ORD1244,2025-02-12,2025-02-17,CUST410,Olivia Stevens,Home Office,PROD2697,Notebook,Office Supplies,South,Illinois,East Bill,5,1735,5,8241.25,6225.19,2016.06,18,No,0,Clark-Mcdonald,ryan60@smith.com,Credit Card,Cancelled
ORD1245,2024-09-06,2024-09-10,CUST327,John Cortez,Consumer,PROD1802,Calculator,Office Supplies,West,Delaware,Port Amyfurt,2,2753,5,5230.7,4342.69,888.01,42,No,0,"Wilson, Williams and Vincent",felicia70@watts.biz,Credit Card,Cancelled
ORD1246,2025-08-24,2025-08-26,CUST378,Jeffrey Ingram,Consumer,PROD4535,Sugar,Grocery,North,California,East Samanthaville,10,1420,20,11360.0,9335.14,2024.86,15,No,0,Lee Inc,hernandezcollin@macdonald-cooper.biz,Cash,Pending
ORD1247,2025-07-20,2025-07-23,CUST907,David Ramirez,Home Office,PROD9680,Office Chair,Furniture,West,Nebraska,New Ashley,7,1246,5,8285.9,6911.91,1373.99,23,No,0,Castro-Livingston,nicolehawkins@jones.com,UPI,Returned
ORD1248,2024-09-01,2024-09-08,CUST332,Scott Williams,Home Office,PROD8706,Monitor,Electronics,North,Nebraska,North Raymondshire,3,3828,0,11484.0,9883.13,1600.87,38,No,0,Smith Inc,robertmeyer@bryan.com,UPI,Returned
ORD1249,2024-11-29,2024-12-03,CUST792,Danielle Perez,Corporate,PROD3479,Headphones,Electronics,North,Arkansas,Michaeltown,5,2466,20,9864.0,7515.86,2348.14,30,No,0,Thompson and Sons,pparsons@espinoza-weber.net,UPI,Delivered
ORD1250,2025-11-01,2025-11-02,CUST228,Crystal Leonard,Home Office,PROD1386,Pen,Office Supplies,West,Alaska,East Raymondberg,1,3005,10,2704.5,1829.77,874.73,36,No,0,Thompson PLC,samuel63@sanchez.com,UPI,Returned
ORD1251,2024-09-08,2024-09-15,CUST805,Robert Collins,Consumer,PROD6947,Notebook,Office Supplies,North,Washington,Hallton,6,2761,0,16566.0,10927.07,5638.93,27,No,0,Jones and Sons,zford@harris.com,UPI,Cancelled
ORD1252,2025-12-17,2025-12-19,CUST982,Nicole Richardson,Corporate,PROD8186,Office Chair,Furniture,North,Florida,Port Richardmouth,1,4755,10,4279.5,3660.51,618.99,48,No,0,Norman Ltd,haley61@mayer.com,Net Banking,Returned
ORD1253,2025-07-04,2025-07-07,CUST263,Elizabeth Smith,Consumer,PROD7447,Mouse,Electronics,South,Louisiana,North Christopherburgh,7,1166,20,6529.6,5788.79,740.81,3,Yes,41,Sanchez Inc,millsnicole@newton-brown.biz,Net Banking,Cancelled
ORD1254,2024-08-10,2024-08-13,CUST297,Isaac Blanchard,Home Office,PROD6941,Sofa,Furniture,South,Indiana,South Dawn,6,419,20,2011.2,1317.47,693.73,8,Yes,33,Nielsen and Sons,christine57@sanders-carroll.com,UPI,Pending
ORD1255,2025-06-22,2025-06-24,CUST429,Dawn Doyle,Consumer,PROD6346,Headphones,Electronics,North,Oregon,Eileenchester,3,1237,15,3154.35,2712.38,441.97,10,No,0,Rice-Roberts,karenalvarez@lane-valdez.com,UPI,Cancelled
ORD1256,2026-04-05,2026-04-06,CUST118,James Burgess,Home Office,PROD2159,Stapler,Office Supplies,North,Oklahoma,Port Craig,10,196,5,1862.0,1173.29,688.71,13,No,0,Burns PLC,jennifer24@odom.com,Credit Card,Cancelled
ORD1257,2024-11-13,2024-11-16,CUST122,Ann Santiago,Home Office,PROD7519,Office Chair,Furniture,South,Wisconsin,Tranborough,1,3150,15,2677.5,2180.24,497.26,21,No,0,"Ramirez, Johnson and Horn",aprilfrederick@hall-hansen.org,Cash,Pending
ORD1258,2024-10-12,2024-10-16,CUST591,Brad Thomas,Home Office,PROD7230,Pen,Office Supplies,North,Washington,South Carolynhaven,3,3388,10,9147.6,6336.49,2811.11,7,Yes,35,Green-Jones,kyle73@schwartz-rivera.net,Credit Card,Pending
ORD1259,2025-02-22,2025-03-01,CUST964,Sarah Wilson,Corporate,PROD8423,File Folder,Office Supplies,East,Georgia,Port Jessica,10,2025,15,17212.5,15044.91,2167.59,4,Yes,20,Avila-Brown,frodriguez@bennett.org,Net Banking,Cancelled
ORD1260,2024-09-30,2024-10-03,CUST532,Tyler Higgins,Home Office,PROD5783,File Folder,Office Supplies,South,Nebraska,Ericafurt,9,3818,15,29207.7,24274.77,4932.93,46,No,0,Compton and Sons,hwheeler@wright-spencer.com,Credit Card,Returned
ORD1261,2024-08-12,2024-08-15,CUST322,Melanie Nunez,Consumer,PROD2958,Cooking Oil,Grocery,West,Louisiana,Victoriaside,1,4542,15,3860.7,2736.57,1124.13,16,No,0,Marquez Group,kreynolds@coleman.org,Credit Card,Delivered
ORD1262,2026-03-24,2026-03-27,CUST360,Robert Garner,Consumer,PROD9032,File Folder,Office Supplies,South,Hawaii,Martinezshire,6,1424,20,6835.2,6007.61,827.59,6,Yes,34,Ramirez-Nelson,flang@henry-burton.biz,Credit Card,Cancelled
ORD1263,2025-07-18,2025-07-20,CUST264,Diana Johnson,Corporate,PROD5607,Headphones,Electronics,East,Illinois,Port Amanda,9,1917,0,17253.0,13942.0,3311.0,7,Yes,38,Walker Inc,barbaramullins@bryant.org,Net Banking,Pending
ORD1264,2024-09-09,2024-09-15,CUST261,Karen May,Home Office,PROD6046,Bookshelf,Furniture,North,Nevada,West Jeremyport,6,3750,5,21375.0,16574.9,4800.1,32,No,0,Leonard-Miller,dennis77@walker-hart.com,Cash,Returned
ORD1265,2024-05-18,2024-05-24,CUST718,Erin Montoya,Home Office,PROD9566,Rice Bag,Grocery,East,Kentucky,Peterschester,1,3327,15,2827.95,2216.39,611.56,3,Yes,46,Wang LLC,awilkins@sims-turner.com,Credit Card,Returned
ORD1266,2025-09-18,2025-09-25,CUST542,Jessica Allen,Consumer,PROD5990,Snacks,Grocery,North,Georgia,Lake Megan,6,4662,20,22377.6,13724.75,8652.85,23,No,0,"Hill, Lewis and Butler",darrell73@smith.com,Credit Card,Returned
ORD1267,2025-01-09,2025-01-11,CUST243,Daniel Hamilton,Corporate,PROD1159,Notebook,Office Supplies,North,Illinois,Vargasburgh,10,1945,10,17505.0,14574.9,2930.1,29,No,0,Johnson-Anderson,beasleylisa@cabrera.info,Credit Card,Cancelled
ORD1268,2025-06-30,2025-07-02,CUST959,Peter Rodriguez,Consumer,PROD8325,Keyboard,Electronics,South,Washington,West Leah,4,2250,5,8550.0,6117.83,2432.17,22,No,0,Richardson Ltd,william81@ho.org,Credit Card,Delivered
ORD1269,2024-09-13,2024-09-20,CUST606,Benjamin Watkins,Consumer,PROD6374,Office Chair,Furniture,South,Utah,Davidsonmouth,1,3634,0,3634.0,2499.59,1134.41,8,Yes,20,Jenkins Inc,andrewking@wilson-henderson.com,Cash,Returned
ORD1270,2025-11-02,2025-11-05,CUST135,Mark Roberts,Home Office,PROD2512,Sugar,Grocery,North,Michigan,East Garyburgh,4,685,0,2740.0,2396.76,343.24,26,No,0,Ortiz-Williamson,kmelendez@turner-gill.net,UPI,Cancelled
ORD1271,2024-12-23,2024-12-27,CUST132,Diane Butler,Consumer,PROD2135,Sugar,Grocery,West,Arkansas,Samanthamouth,7,1068,0,7476.0,5512.91,1963.09,37,No,0,Wright and Sons,mooremelissa@taylor.com,Cash,Returned
ORD1272,2024-05-03,2024-05-07,CUST669,Michelle Bowman,Corporate,PROD3270,File Folder,Office Supplies,North,Vermont,Janeborough,7,2320,0,16240.0,13910.48,2329.52,23,No,0,Peters and Sons,jlittle@williams-santos.com,Credit Card,Returned
ORD1273,2025-10-29,2025-10-30,CUST724,James Hendrix,Corporate,PROD9021,File Folder,Office Supplies,North,Kentucky,New Monica,6,1143,10,6172.2,4322.14,1850.06,46,No,0,Walter Group,andersonemily@duke.info,UPI,Returned
ORD1274,2025-08-18,2025-08-20,CUST562,Lance Nguyen,Corporate,PROD1272,Rice Bag,Grocery,North,Colorado,Garciaton,10,4991,20,39928.0,27710.58,12217.42,22,No,0,Robinson-Henson,garcianicholas@chan.com,Credit Card,Returned
ORD1275,2024-10-04,2024-10-08,CUST828,Chad Olson,Consumer,PROD4643,Sofa,Furniture,East,Massachusetts,Morrisside,10,4302,5,40869.0,36261.8,4607.2,22,No,0,Martin-Jones,deborah97@alvarez.info,Net Banking,Cancelled
ORD1276,2026-01-11,2026-01-12,CUST762,Christy Mcneil,Home Office,PROD2673,Sofa,Furniture,West,Alabama,Cisnerosmouth,3,1474,0,4422.0,3802.16,619.84,9,Yes,34,"Bernard, Andrews and Wallace",patriciahart@palmer-thompson.org,Credit Card,Cancelled
ORD1277,2024-05-13,2024-05-16,CUST447,Jose Gordon,Home Office,PROD5806,File Folder,Office Supplies,North,Kansas,South Jameschester,7,2617,15,15571.15,12472.89,3098.26,45,No,0,"Reynolds, Farley and Oliver",newmanlisa@tate.biz,Net Banking,Pending
ORD1278,2025-06-10,2025-06-16,CUST263,Jeffrey Pittman,Consumer,PROD5136,Juice Pack,Grocery,North,Kansas,New Melissaton,3,1275,10,3442.5,2567.46,875.04,8,Yes,20,Smith Ltd,jessica87@wiggins.info,Net Banking,Delivered
ORD1279,2025-05-31,2025-06-06,CUST590,Katie Allen,Consumer,PROD5007,Calculator,Office Supplies,North,Alaska,Levinebury,10,4766,5,45277.0,27296.94,17980.06,15,No,0,"Henry, Vincent and Phillips",abigail19@hill-white.org,UPI,Pending
ORD1280,2025-11-20,2025-11-25,CUST692,Alex Turner,Home Office,PROD2328,Bookshelf,Furniture,South,Oklahoma,Port Kelly,7,3555,5,23640.75,18053.06,5587.69,31,No,0,Rose PLC,osolomon@conley-underwood.com,UPI,Pending
ORD1281,2025-01-20,2025-01-21,CUST433,Jonathan Gutierrez,Corporate,PROD3869,Snacks,Grocery,West,Hawaii,Port Garrett,3,4988,0,14964.0,12397.61,2566.39,9,Yes,43,"Best, Russell and Juarez",santiagoalan@rogers.com,Net Banking,Cancelled
ORD1282,2024-07-08,2024-07-10,CUST965,Shawn Henry,Corporate,PROD2055,Pen,Office Supplies,West,Iowa,Jessicamouth,2,4042,5,7679.8,5655.98,2023.82,40,No,0,"Barrera, Castillo and Ross",allenbrenda@davis.com,UPI,Delivered
ORD1283,2025-06-24,2025-06-29,CUST462,Pamela Johnson,Consumer,PROD2209,Monitor,Electronics,South,Ohio,Deborahland,5,1384,15,5882.0,4471.67,1410.33,10,No,0,Gonzales and Sons,steven26@johnson-ramos.com,UPI,Cancelled
ORD1284,2025-06-02,2025-06-03,CUST941,Mr. Jaime Jones,Home Office,PROD1727,Snacks,Grocery,East,Oregon,North Kimberlyhaven,8,2181,5,16575.6,11363.91,5211.69,1,Yes,39,"Hudson, Brooks and Leon",ipierce@jones-rodriguez.com,Credit Card,Pending
ORD1285,2024-05-19,2024-05-22,CUST492,Terri Long,Corporate,PROD2029,Keyboard,Electronics,North,South Carolina,Curtischester,6,1693,0,10158.0,8706.31,1451.69,16,No,0,Preston-Miller,wmcmillan@garcia-powell.com,Cash,Pending
ORD1286,2025-03-29,2025-04-04,CUST291,Jacqueline Jackson MD,Consumer,PROD8578,Sugar,Grocery,East,New Hampshire,Valenciamouth,9,856,0,7704.0,4855.17,2848.83,8,Yes,50,"Payne, Richardson and Blevins",lfranklin@bradford.org,Net Banking,Delivered
ORD1287,2024-12-30,2024-12-31,CUST896,Jamie Martinez,Home Office,PROD3981,Sofa,Furniture,East,Wyoming,West Ryantown,3,4767,0,14301.0,9018.46,5282.54,17,No,0,"Wiley, Thompson and Tucker",christopherkane@braun-douglas.org,Net Banking,Cancelled
ORD1288,2024-12-05,2024-12-11,CUST546,Margaret Dunn,Corporate,PROD9734,Stapler,Office Supplies,North,Nevada,Juliehaven,5,432,0,2160.0,1597.85,562.15,7,Yes,28,"Brown, Price and Morgan",brandon15@turner-moreno.com,Credit Card,Pending
ORD1289,2025-01-21,2025-01-23,CUST468,Elizabeth Bennett,Home Office,PROD5469,Laptop,Electronics,East,California,Moralesmouth,1,1347,15,1144.95,1030.1,114.85,23,No,0,"Johnson, Campbell and Koch",lorilewis@scott.com,UPI,Cancelled
ORD1290,2025-06-09,2025-06-15,CUST472,Heidi Moss,Corporate,PROD4438,Sugar,Grocery,West,Washington,Jamieshire,8,4238,15,28818.4,24301.33,4517.07,29,No,0,"Hunt, Wu and Long",kellihayden@clark.net,Cash,Pending
ORD1291,2025-01-06,2025-01-07,CUST254,Dawn Kirk,Consumer,PROD1503,Keyboard,Electronics,North,New Jersey,Meaganmouth,1,593,5,563.35,465.01,98.34,7,Yes,39,Wells-Brooks,uhawkins@anderson.org,Credit Card,Pending
ORD1292,2025-11-08,2025-11-11,CUST399,Angel Rollins,Home Office,PROD9221,Headphones,Electronics,East,Nebraska,Lake Ronald,1,1932,10,1738.8,1165.83,572.97,32,No,0,Jones-Cortez,timothyporter@henry.com,Cash,Pending
ORD1293,2024-06-11,2024-06-18,CUST859,Kimberly Lambert,Home Office,PROD5510,Notebook,Office Supplies,South,Colorado,Elizabethfort,3,877,0,2631.0,2109.07,521.93,22,No,0,Brown-Pierce,gordonwalter@pollard.com,Credit Card,Delivered
ORD1294,2025-03-11,2025-03-12,CUST223,Patrick Griffin,Home Office,PROD1121,Snacks,Grocery,South,West Virginia,East Brian,4,4194,5,15937.2,13331.08,2606.12,1,Yes,26,Mann Inc,emma20@hernandez.com,Cash,Returned
ORD1295,2024-11-08,2024-11-11,CUST880,Alyssa Thomas,Consumer,PROD3957,Sofa,Furniture,East,Oklahoma,Lake Frankmouth,3,269,15,685.95,554.64,131.31,19,No,0,Keller and Sons,rileymaureen@sanders.info,Net Banking,Returned
ORD1296,2024-10-29,2024-10-31,CUST716,Edgar Bush,Home Office,PROD9456,Laptop,Electronics,West,South Carolina,Port Lacey,1,384,15,326.4,228.27,98.13,7,Yes,48,"Hernandez, Perez and Long",james98@rodriguez.com,UPI,Pending
ORD1297,2026-02-24,2026-02-25,CUST982,Michele Garcia,Consumer,PROD8646,Headphones,Electronics,West,Maryland,Melissafort,4,269,0,1076.0,960.71,115.29,18,No,0,Sherman-Todd,christopher35@cline.com,Cash,Delivered
ORD1298,2024-05-17,2024-05-18,CUST397,Holly Brewer,Consumer,PROD9574,Juice Pack,Grocery,North,Mississippi,Granthaven,10,1518,10,13662.0,11003.06,2658.94,30,No,0,Williams Group,sanchezparker@king-castaneda.biz,UPI,Returned
ORD1299,2026-04-03,2026-04-09,CUST965,Eric Gonzalez,Corporate,PROD7620,Snacks,Grocery,South,Alaska,Port Luis,3,4911,0,14733.0,10269.77,4463.23,9,Yes,49,Abbott-Wilson,phyllis32@dean.com,Net Banking,Returned
ORD1300,2024-07-08,2024-07-12,CUST500,Kevin Bryant,Consumer,PROD2669,Pen,Office Supplies,East,Missouri,South Michael,4,2510,5,9538.0,7428.16,2109.84,9,Yes,49,"Williams, Kelley and Smith",bdickerson@sanchez.biz,UPI,Pending
ORD1301,2025-01-25,2025-01-28,CUST793,Michael Cox,Consumer,PROD2933,Laptop,Electronics,East,Utah,Harrisonview,10,996,10,8964.0,7206.56,1757.44,36,No,0,Brown Ltd,christopher80@mitchell.org,UPI,Cancelled
ORD1302,2026-01-14,2026-01-18,CUST636,Meagan Snyder,Corporate,PROD5809,Monitor,Electronics,East,Minnesota,South Jonathan,9,2152,15,16462.8,14391.32,2071.48,42,No,0,Martinez-Jordan,sierrataylor@fuller.com,Credit Card,Pending
ORD1303,2026-01-26,2026-01-29,CUST626,Riley Harris,Corporate,PROD7546,Headphones,Electronics,South,Hawaii,Smithside,5,2920,5,13870.0,8646.82,5223.18,19,No,0,"Cardenas, Strong and Jones",julie70@boyd.info,UPI,Pending
ORD1304,2024-11-23,2024-11-27,CUST636,Mark Collins,Consumer,PROD5453,Snacks,Grocery,West,Idaho,Smithland,4,4829,5,18350.2,13599.38,4750.82,47,No,0,Phillips-Parker,lucasdavis@parrish-grant.com,Credit Card,Cancelled
ORD1305,2024-09-11,2024-09-14,CUST399,Bobby Edwards,Consumer,PROD4869,Mouse,Electronics,North,New Jersey,North Jake,6,2918,20,14006.4,8523.4,5483.0,12,No,0,Lopez-Flores,jermainerowland@smith.net,Net Banking,Delivered
ORD1306,2024-08-31,2024-09-03,CUST359,Melinda Lowe,Home Office,PROD4824,Calculator,Office Supplies,West,Indiana,Hugheshaven,9,1774,20,12772.8,10353.59,2419.21,43,No,0,"Hoffman, Keith and Summers",gracemiller@diaz-becker.com,Credit Card,Returned
ORD1307,2024-07-31,2024-08-07,CUST652,Ryan Gonzales,Consumer,PROD3186,Office Chair,Furniture,East,Wisconsin,Gabriellabury,5,3820,10,17190.0,12089.39,5100.61,23,No,0,Jackson-Rose,andrewsdarrell@day.org,UPI,Returned
ORD1308,2026-02-28,2026-03-03,CUST657,Sara Allen,Corporate,PROD2228,Mouse,Electronics,North,Missouri,Meyertown,7,1808,5,12023.2,8147.38,3875.82,32,No,0,"Reed, Watson and Fitzgerald",ewebster@casey.com,UPI,Pending
ORD1309,2024-05-22,2024-05-23,CUST689,Brandon White,Corporate,PROD7370,Stapler,Office Supplies,South,Wisconsin,Alexandershire,3,4084,20,9801.6,6248.14,3553.46,6,Yes,34,"Clark, Hall and Logan",seanbarnett@alvarado.com,Cash,Pending
ORD1310,2026-01-01,2026-01-03,CUST608,Daniel Zavala,Corporate,PROD2852,Sofa,Furniture,North,South Carolina,Jacksonbury,7,1675,10,10552.5,6902.93,3649.57,34,No,0,Robinson-Fletcher,michellemorgan@garza-torres.org,Cash,Pending
ORD1311,2025-07-06,2025-07-11,CUST962,Stephanie Thomas,Home Office,PROD9692,Laptop,Electronics,South,Illinois,Taylorburgh,4,3705,10,13338.0,11291.26,2046.74,29,No,0,Parker and Sons,hilltodd@hernandez-ryan.com,Net Banking,Returned
ORD1312,2026-03-27,2026-03-30,CUST750,Randall Sanders,Home Office,PROD7513,Juice Pack,Grocery,North,Arkansas,Joshuaville,10,1788,10,16092.0,11904.06,4187.94,2,Yes,39,"Nielsen, Warren and Barnes",garciaanita@garcia.com,UPI,Delivered
ORD1313,2025-04-22,2025-04-24,CUST535,Brandon Hess,Home Office,PROD5574,Headphones,Electronics,South,West Virginia,Huntermouth,2,2324,0,4648.0,2860.78,1787.22,43,No,0,Mitchell PLC,smithhaley@porter.biz,Cash,Delivered
ORD1314,2025-09-18,2025-09-20,CUST927,Patricia Jefferson,Consumer,PROD6512,Notebook,Office Supplies,South,Illinois,Caitlinfurt,2,3114,15,5293.8,4155.92,1137.88,46,No,0,Odonnell-Reynolds,kimberlymitchell@king-snyder.com,Cash,Cancelled
ORD1315,2025-12-21,2025-12-26,CUST941,Troy Campbell,Consumer,PROD6880,Headphones,Electronics,West,Idaho,West Marie,3,4515,10,12190.5,10636.15,1554.35,20,No,0,George and Sons,hesterrobert@murphy.org,Net Banking,Delivered
ORD1316,2026-02-23,2026-02-25,CUST189,Timothy Carter,Consumer,PROD8554,Sugar,Grocery,South,New Jersey,Port Tiffany,7,3829,20,21442.4,17165.64,4276.76,36,No,0,Garner-Reed,brendahawkins@weiss-atkins.net,Net Banking,Pending
ORD1317,2024-12-21,2024-12-25,CUST303,Emily Flores,Corporate,PROD3463,Monitor,Electronics,North,Alabama,Taylorborough,4,1673,20,5353.6,4157.96,1195.64,37,No,0,Petersen Inc,qbentley@fry.org,Net Banking,Cancelled
ORD1318,2024-07-15,2024-07-21,CUST316,Patricia Jones MD,Home Office,PROD6482,Keyboard,Electronics,East,Nevada,New Patrick,5,3400,20,13600.0,10393.45,3206.55,25,No,0,Salazar-Hancock,whuynh@conway.info,UPI,Delivered
ORD1319,2025-10-12,2025-10-14,CUST509,Cody Johnson,Home Office,PROD7855,Monitor,Electronics,North,Wisconsin,Gonzalezchester,2,584,15,992.8,842.27,150.53,20,No,0,Harrison LLC,uroberts@barrett.net,Cash,Cancelled
ORD1320,2024-05-28,2024-05-30,CUST502,Gregory Hall,Home Office,PROD9230,Mouse,Electronics,West,Connecticut,Cummingsmouth,9,3061,10,24794.1,16309.64,8484.46,19,No,0,Hoffman Inc,hernandezshawna@gates.com,Credit Card,Cancelled
ORD1321,2026-01-09,2026-01-15,CUST328,Cindy Miranda,Home Office,PROD1023,Headphones,Electronics,South,Indiana,West Edward,9,221,20,1591.2,981.21,609.99,7,Yes,47,Kramer-Burton,wlambert@black-wright.info,Cash,Pending
ORD1322,2024-11-01,2024-11-03,CUST298,John Brown,Home Office,PROD5260,Sofa,Furniture,South,Maryland,East James,5,2500,10,11250.0,8538.39,2711.61,10,No,0,"Abbott, Jackson and Hansen",xbecker@chavez.com,Net Banking,Delivered
ORD1323,2024-07-06,2024-07-13,CUST847,Timothy George,Consumer,PROD9868,Mouse,Electronics,South,Rhode Island,Mitchellchester,4,3920,20,12544.0,9543.07,3000.93,17,No,0,Morgan Inc,sheila74@clay.com,Net Banking,Pending
ORD1324,2024-06-19,2024-06-23,CUST628,Sean Lawrence,Consumer,PROD7745,Juice Pack,Grocery,East,Arizona,New Troy,10,1378,10,12402.0,10134.38,2267.62,10,No,0,Moran-Jackson,sullivanscott@johnson.net,UPI,Cancelled
ORD1325,2024-10-10,2024-10-13,CUST330,Teresa Martin,Consumer,PROD9318,Sofa,Furniture,South,Oklahoma,North Patrickside,9,2933,15,22437.45,19970.44,2467.01,25,No,0,Price-Williams,teresa62@gutierrez.com,Cash,Pending
ORD1326,2025-12-30,2026-01-05,CUST210,Carla Thompson,Corporate,PROD8654,Notebook,Office Supplies,East,Maryland,South Katie,5,4743,15,20157.75,12497.97,7659.78,46,No,0,"Green, Adams and Phillips",ramirezalexandra@novak.com,Credit Card,Returned
ORD1327,2026-01-12,2026-01-14,CUST997,Shawn Bond,Consumer,PROD3941,Laptop,Electronics,East,Arizona,Lake Daniellefurt,2,1706,10,3070.8,2749.55,321.25,17,No,0,Pena Ltd,joshuarivera@berger-montgomery.net,Cash,Cancelled
ORD1328,2024-06-06,2024-06-12,CUST638,Christopher Owens,Consumer,PROD3108,Study Table,Furniture,West,Vermont,South Patrickbury,2,685,0,1370.0,1017.83,352.17,46,No,0,"Woods, Brown and Vincent",hgonzales@pena.com,Credit Card,Pending
ORD1329,2024-08-14,2024-08-21,CUST330,Laura Russell,Home Office,PROD3114,Dining Table,Furniture,North,Florida,Meganmouth,9,221,0,1989.0,1448.91,540.09,34,No,0,"Hanson, Wilson and Santiago",jamesrichardson@martin.biz,Cash,Returned
ORD1330,2026-01-19,2026-01-22,CUST892,Jeremy Adams,Consumer,PROD9444,Snacks,Grocery,North,North Carolina,Kathrynborough,8,104,15,707.2,613.87,93.33,0,Yes,27,"Frost, Hunter and Peterson",clementsshane@meyer.info,Credit Card,Returned
ORD1331,2025-12-25,2025-12-28,CUST833,Dustin Pena,Corporate,PROD8260,Monitor,Electronics,North,South Dakota,Lisaville,7,2445,15,14547.75,11395.1,3152.65,41,No,0,Villanueva-Lopez,jacqueline58@hicks.com,Credit Card,Pending
ORD1332,2025-12-17,2025-12-20,CUST552,Jean Miller,Corporate,PROD3391,Rice Bag,Grocery,South,Oklahoma,Sarafurt,10,965,15,8202.5,5327.65,2874.85,29,No,0,Graham-Patel,carlawest@stevens.com,Credit Card,Returned
ORD1333,2025-08-30,2025-09-02,CUST249,Christina Smith,Consumer,PROD6312,Laptop,Electronics,South,Georgia,Brianberg,7,4279,10,26957.7,19604.49,7353.21,10,No,0,Baldwin-Moran,thomas22@mayer.com,Cash,Delivered
ORD1334,2024-05-22,2024-05-26,CUST845,Robert King,Corporate,PROD9480,Stapler,Office Supplies,South,Georgia,Robertoton,2,1409,5,2677.1,1678.84,998.26,37,No,0,Mitchell-Carpenter,hornetina@blanchard.net,UPI,Delivered
ORD1335,2024-08-03,2024-08-10,CUST680,Crystal Ward,Home Office,PROD2466,Headphones,Electronics,East,Illinois,New Marcusland,2,1619,20,2590.4,2135.22,455.18,43,No,0,Jimenez Group,andrewsashley@fleming.com,Credit Card,Cancelled
ORD1336,2025-09-09,2025-09-15,CUST297,Shannon Bautista,Home Office,PROD4993,Cooking Oil,Grocery,West,Minnesota,Peggyville,8,2984,10,21484.8,16484.52,5000.28,28,No,0,Hill-Hanson,lori72@king-dunn.com,Credit Card,Returned
ORD1337,2025-08-17,2025-08-23,CUST902,Alyssa Hill,Home Office,PROD9853,Cooking Oil,Grocery,South,Washington,New Margaretmouth,2,2392,0,4784.0,4238.86,545.14,32,No,0,Orr-Daniels,ryanhill@johnson.com,UPI,Pending
ORD1338,2025-06-25,2025-06-28,CUST380,Steven Ramirez,Consumer,PROD4228,Mouse,Electronics,South,New Mexico,New Charlesland,2,1732,10,3117.6,2009.9,1107.7,17,No,0,Taylor and Sons,dtyler@vasquez.net,Net Banking,Returned
ORD1339,2026-03-07,2026-03-13,CUST473,Mark Rogers,Consumer,PROD7214,Juice Pack,Grocery,East,South Carolina,Parksbury,4,2268,5,8618.4,6952.42,1665.98,36,No,0,"Morales, Martinez and Ramirez",hnewton@wolfe-knight.com,UPI,Delivered
ORD1340,2026-02-05,2026-02-12,CUST582,Crystal Sanchez,Consumer,PROD3107,Sugar,Grocery,West,Arkansas,Melendezborough,5,963,20,3852.0,3374.62,477.38,39,No,0,Wagner-Wilkins,kramirez@hatfield.biz,Credit Card,Delivered
